a,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565
1551,3.2242398370033465e-09,3.2670331738352654e-09,3.3562805693878526e-09,3.4419796271940354e-09,3.509863555012023e-09,3.581306668541981e-09,3.6883603347101123e-09,3.8025116735172255e-09,3.891771157792643e-09,3.952538410212813e-09,3.967049270094256e-09,3.903262198705373e-09,3.6864377015750607e-09,3.441140380892783e-09,3.117543861234723e-09,2.733432547275373e-09,2.278159999185158e-09,1.9260876075026783e-09,1.680774933171308e-09,1.5778439258284936e-09,1.7204562377790356e-09,inf,7.903762574281173e-09,1.8266376438862534e-09,1.7807520142565063e-09,1.9230226356633543e-09,2.1611323206513902e-09,2.615801005509431e-09,3.2160109550275345e-09,3.816245431843933e-09,4.2744740271558346e-09,4.6404056215395225e-09,4.860778835097255e-09,4.995973496141826e-09,5.035307789960037e-09,5.049771414501032e-09
1552,3.1447195786590534e-09,3.2158242073297767e-09,3.2585114094140497e-09,3.3475317162490735e-09,3.4330132245890196e-09,3.500726264561758e-09,3.5719894528741243e-09,3.6787708426480828e-09,3.792631817290096e-09,3.881665947522671e-09,3.9422820720271526e-09,3.956761951628784e-09,3.8931468500871015e-09,3.67689044157541e-09,3.432234166521451e-09,3.109480383110586e-09,2.726367135660123e-09,2.272275184693597e-09,1.9211154575099483e-09,1.676438850467369e-09,1.5737760093465868e-09,1.7160235025922512e-09,inf,7.883424823285915e-09,1.8219404103304913e-09,1.7761757184793475e-09,1.918083896290075e-09,2.1555856252210754e-09,2.609091676469776e-09,3.207767419488696e-09,3.806469592015781e-09,4.263531379256131e-09,4.628533787204627e-09,4.8483511550728084e-09,4.9832083196621345e-09,5.022450323705955e-09
1553,3.0371924620280282e-09,3.1365115058297647e-09,3.2074360169268196e-09,3.250017412210114e-09,3.3388113517054227e-09,3.424075999975862e-09,3.4916186888582973e-09,3.5627025173809635e-09,3.6692124953927533e-09,3.782784028086568e-09,3.871593514430384e-09,3.932058979649298e-09,3.94650795778909e-09,3.883064247801778e-09,3.667374068841997e-09,3.423356746876199e-09,3.1014429582112153e-09,2.719324537758752e-09,2.2664093595883187e-09,1.9161593415284582e-09,1.6721167415951975e-09,1.5697211940368097e-09,1.7116050343267004e-09,inf,7.863152445927327e-09,1.8172582658548535e-09,1.7716141138512817e-09,1.913161001434982e-09,2.150056713349606e-09,2.6024038447864167e-09,3.1995502801408914e-09,3.796725034855828e-09,4.252623725411992e-09,4.616699894151444e-09,4.835963167390764e-09,4.970483887416927e-09
1554,2.9549816150610256e-09,3.0292650471023635e-09,3.1283301955292825e-09,3.1990751585051287e-09,3.24155107372253e-09,3.3301193645096205e-09,3.4151678394893175e-09,3.482540712017113e-09,3.5534457440495624e-09,3.659685171640196e-09,3.7729681810918555e-09,3.861553731019563e-09,3.9218690038439454e-09,3.936287159117351e-09,3.873014264720411e-09,3.6578884635407063e-09,3.4145080103135817e-09,3.0934314855878008e-09,2.712304665231678e-09,2.2605624503857795e-09,1.9112191975511195e-09,1.6678085525496868e-09,1.5656794292992426e-09,1.707200777915502e-09,inf,7.842945190203131e-09,1.8125911523313052e-09,1.767067143813549e-09,1.9082538901381243e-09,2.144545516660645e-09,2.5957374278566992e-09,3.1913594356228183e-09,3.787011640315545e-09,4.241750931418119e-09,4.604903796964752e-09,4.82361472002183e-09
1555,2.851984283991968e-09,2.947268779719448e-09,3.021363479616739e-09,3.120175543114366e-09,3.1907415252644668e-09,3.2331122859446754e-09,3.3214556439208785e-09,3.4062886297822055e-09,3.473492218680595e-09,3.544219015403232e-09,3.6501887506373255e-09,3.763184152057585e-09,3.851546470372198e-09,3.911712015961504e-09,3.926099426742095e-09,3.862996774289443e-09,3.6484335063794794e-09,3.405687845694841e-09,3.0854458647475734e-09,2.7053074301381404e-09,2.2547343839339765e-09,1.906294963850424e-09,1.6635142295690732e-09,1.561650664761819e-09,1.702810678539587e-09,inf,7.82280280524365e-09,1.807939011892892e-09,1.7625347520612557e-09,1.9033625017130057e-09,2.1390519670843722e-09,2.5890923434480295e-09,3.183194785026983e-09,3.777329288883534e-09,4.230912863669306e-09,4.59314535087913e-09
1556,2.7882469830500965e-09,2.8445402833027314e-09,2.939581092178373e-09,3.0134876585059737e-09,3.1120474444188203e-09,3.1824350108911555e-09,3.224700941361664e-09,3.3128200797022692e-09,3.397438258022735e-09,3.4644730940153126e-09,3.535022214498755e-09,3.6407231121790467e-09,3.753431817298869e-09,3.841571606145503e-09,3.901587887935076e-09,3.915944632375167e-09,3.853011650527766e-09,3.6390090786055235e-09,3.3968961423832934e-09,3.077485995651461e-09,2.6983327449341492e-09,2.248925087410736e-09,1.901386578977007e-09,1.6592337191336852e-09,1.5576348502791545e-09,1.6984346816264197e-09,inf,7.802725041305987e-09,1.8033017869324035e-09,1.7580168825420801e-09,1.8984867757451747e-09,2.133575996855926e-09,2.582468509695978e-09,3.1750562278973796e-09,3.7676778615827794e-09,4.22010938915737e-09
1557,2.721306654450631e-09,2.7809693439059796e-09,2.8371205538750963e-09,2.9319184541082507e-09,3.0056374831656156e-09,3.1039457957510095e-09,3.17415550955555e-09,3.2163169329477906e-09,3.304212562118101e-09,3.388616611891814e-09,3.4554832237092996e-09,3.5258552249236026e-09,3.6312881366054098e-09,3.743711053691388e-09,3.831629012568928e-09,3.8914964922774395e-09,3.905822648308709e-09,3.843058768023778e-09,3.6296150620025137e-09,3.388132790241747e-09,3.0695517787117382e-09,2.6913805224704362e-09,2.24313448832202e-09,1.8964939817582103e-09,1.6549669679646984e-09,1.553631935931384e-09,1.694072732848736e-09,inf,7.782711649768241e-09,1.7986794201010378e-09,1.7535134794549747e-09,1.8936266520908388e-09,2.128117538513834e-09,2.5758658451024e-09,3.1669436642271857e-09,3.758057239967923e-09
1558,2.6301686615003386e-09,2.7142037371151254e-09,2.77371543359947e-09,2.8297250008068402e-09,2.9242807676277983e-09,2.9978128534495467e-09,3.0958704938913875e-09,3.1659029159095106e-09,3.2079601541639885e-09,3.295632981931318e-09,3.3798235795803984e-09,3.446522493969346e-09,3.5167179307932e-09,3.6218837047987877e-09,3.734021738668484e-09,3.821718564441208e-09,3.881437702078044e-09,3.895733347412171e-09,3.8331380019324226e-09,3.6202513388878374e-09,3.3793976796299195e-09,3.0616431147897097e-09,2.6844506759904243e-09,2.237362514500234e-09,1.8916171112966646e-09,1.650713923022897e-09,1.5496418720229983e-09,1.68972477812328e-09,inf,7.762762383123769e-09,1.7940718543070829e-09,1.7490244872488796e-09,1.8887820708754785e-09,2.1226765248984645e-09,2.5692842685335625e-09,3.158856994456458e-09
1559,2.5604486436813974e-09,2.623303624606933e-09,2.707123978934487e-09,2.766485159349259e-09,2.822353529628377e-09,2.916667935301657e-09,2.9900136696676025e-09,3.0878214360900512e-09,3.157677125083916e-09,3.1996304989553025e-09,3.287081230400916e-09,3.3710590497868387e-09,3.4375907915183094e-09,3.5076102167481807e-09,3.612509698181073e-09,3.7243637502182815e-09,3.811840137127415e-09,3.871411391000047e-09,3.885676603129325e-09,3.823249227972289e-09,3.6109177921098342e-09,3.3706907014018816e-09,3.0537599051933927e-09,2.6775431191282034e-09,2.2316090941025484e-09,1.886755906968872e-09,1.6464745315074452e-09,1.545664609081698e-09,1.685390763609557e-09,inf,7.742876994975461e-09,1.789479032714595e-09,1.7445498506214443e-09,1.883952972492466e-09,2.1172528891504857e-09,2.5627236992182804e-09
1560,2.4910756508151533e-09,2.55376558389902e-09,2.6164609712561013e-09,2.700067289354901e-09,2.7592784287970075e-09,2.8150060463005077e-09,2.9090798601380766e-09,2.982239832583193e-09,3.079798520064286e-09,3.149478032686161e-09,3.1913278617483756e-09,3.2785571992793646e-09,3.36232291171426e-09,3.4286880035924457e-09,3.498531967951679e-09,3.6031659987108825e-09,3.714736966880813e-09,3.80199360655603e-09,3.8614174332773376e-09,3.8756522894753016e-09,3.813392322422688e-09,3.6016143050450706e-09,3.362011746903512e-09,3.0459020516752192e-09,2.6706577659065265e-09,2.2258741556092304e-09,1.881910308423798e-09,1.64224874085466e-09,1.5417000978572436e-09,1.6810706357085851e-09,inf,7.723055240030066e-09,1.7849008987420936e-09,1.7400895145177584e-09,1.8791392976017e-09,2.1118465647093298e-09
1561,2.411620589262115e-09,2.4845736623695312e-09,2.5471043143204652e-09,2.6096406139267245e-09,2.6930335782353698e-09,2.7520951500051374e-09,2.807682457212176e-09,2.9015164455866074e-09,2.9744912434109494e-09,3.0718016439961525e-09,3.141305534797696e-09,3.1830521374489486e-09,3.2700607808100513e-09,3.3536150550679358e-09,3.419814017938745e-09,3.4894830700866146e-09,3.593852488880783e-09,3.7051412677451697e-09,3.792178849216042e-09,3.8514557037116005e-09,3.865660281033646e-09,3.803567162120768e-09,3.5923407615956034e-09,3.3533607079699608e-09,3.0380694564297525e-09,2.663794530734806e-09,2.2201576278219858e-09,1.877080255581477e-09,1.6380364987367968e-09,1.5377482893203208e-09,1.6767643410616615e-09,inf,7.703296874092554e-09,1.7803373960612586e-09,1.735643424129081e-09,1.874340987128246e-09
1562,2.342955996601168e-09,2.405325987489795e-09,2.4780928737422716e-09,2.5404647497446096e-09,2.602842465496675e-09,2.6860227558455603e-09,2.7449352314546553e-09,2.8003826691782472e-09,2.8939775955358126e-09,2.9667678038143864e-09,3.06383070653007e-09,3.1331595279715577e-09,3.174803221439384e-09,3.2615918677247388e-09,3.344935370052698e-09,3.4109687228122974e-09,3.480463409353014e-09,3.5845690517145335e-09,3.6955765324466706e-09,3.7823957421540504e-09,3.8415260776693834e-09,3.855700452953384e-09,3.793773624458648e-09,3.5830970461862892e-09,3.34473747692314e-09,3.030262022091412e-09,2.656953328407135e-09,2.2144594398623028e-09,1.872265688631616e-09,1.6338377530608412e-09,1.5338091346614065e-09,1.6724718265491278e-09,inf,7.683601654060468e-09,1.7757884685956367e-09,1.73121152489159e-09
